
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067099                       # Number of seconds simulated (Second)
simTicks                                  67099398102                       # Number of ticks simulated (Tick)
finalTick                                 67099398102                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1963.17                       # Real time elapsed on the host (Second)
hostTickRate                                 34179183                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     748060                       # Number of bytes of host memory used (Byte)
simInsts                                    254019501                       # Number of instructions simulated (Count)
simOps                                      437757410                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   129393                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     222985                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201262756                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273738                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1727                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188465                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   244                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388721                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311457                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                908                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201112122                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089882                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.441570                       # Number of insts issued each cycle (Count)
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 62367.910217                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 62367.910217                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.demandMshrHits::cpu1.inst           72                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total           72                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst           72                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total           72                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          251                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          251                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          251                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          251                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     16476840                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     16476840                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     16476840                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     16476840                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.000021                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.000021                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.000021                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.000021                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 65644.780876                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 65644.780876                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 65644.780876                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 65644.780876                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                     0                       # number of replacements (Count)
system.cpu1.icache.replacement_distribution::samples            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::mean          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::gmean          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::stdev          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::0            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::1            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::2            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::3            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::4            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::5            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::6            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::7            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::8            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::9            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::10            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::11            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::12            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::13            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::14            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::15            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::16            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::17            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::18            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::19            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.replacement_distribution::total            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.icache.ReadReq.hits::cpu1.inst     12088564                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total       12088564                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          323                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          323                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     20144835                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     20144835                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst     12088887                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total     12088887                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.000027                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.000027                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 62367.910217                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 62367.910217                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst           72                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total           72                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          251                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          251                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     16476840                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     16476840                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.000021                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.000021                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 65644.780876                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 65644.780876                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED  67099398102                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          167.657581                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs            12088815                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               251                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs          48162.609562                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick           55936341                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   167.657581                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.327456                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.327456                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          251                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::1           49                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::4          202                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.490234                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses          96711347                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses         96711347                       # Number of data accesses (Count)
system.cpu1.icache.tags.set_misses_dist::samples        81649                       # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::mean    31.475278                       # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::gmean            0                       # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::stdev    18.477284                       # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::0         1279      1.57%      1.57% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::1         1275      1.56%      3.13% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::2         1273      1.56%      4.69% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::3         1274      1.56%      6.25% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::4         1272      1.56%      7.81% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::5         1275      1.56%      9.37% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::6         1279      1.57%     10.93% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::7         1283      1.57%     12.50% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::8         1282      1.57%     14.07% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::9         1278      1.57%     15.64% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::10         1275      1.56%     17.20% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::11         1272      1.56%     18.76% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::12         1282      1.57%     20.33% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::13         1277      1.56%     21.89% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::14         1284      1.57%     23.47% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::15         1287      1.58%     25.04% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::16         1282      1.57%     26.61% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::17         1284      1.57%     28.19% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::18         1286      1.58%     29.76% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::19         1284      1.57%     31.33% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::20         1284      1.57%     32.91% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::21         1289      1.58%     34.48% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::22         1278      1.57%     36.05% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::23         1278      1.57%     37.61% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::24         1296      1.59%     39.20% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::25         1268      1.55%     40.75% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::26         1274      1.56%     42.32% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::27         1271      1.56%     43.87% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::28         1265      1.55%     45.42% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::29         1268      1.55%     46.97% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::30         1272      1.56%     48.53% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::31         1271      1.56%     50.09% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::32         1268      1.55%     51.64% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::33         1271      1.56%     53.20% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::34         1262      1.55%     54.74% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::35         1271      1.56%     56.30% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::36         1271      1.56%     57.86% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::37         1281      1.57%     59.43% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::38         1271      1.56%     60.98% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::39         1274      1.56%     62.54% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::40         1275      1.56%     64.10% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::41         1274      1.56%     65.67% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::42         1265      1.55%     67.21% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::43         1268      1.55%     68.77% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::44         1276      1.56%     70.33% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::45         1275      1.56%     71.89% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::46         1276      1.56%     73.45% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::47         1271      1.56%     75.01% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::48         1272      1.56%     76.57% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::49         1269      1.55%     78.12% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::50         1276      1.56%     79.69% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::51         1278      1.57%     81.25% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::52         1280      1.57%     82.82% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::53         1279      1.57%     84.39% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::54         1278      1.57%     85.95% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::55         1277      1.56%     87.51% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::56         1277      1.56%     89.08% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::57         1273      1.56%     90.64% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::58         1270      1.56%     92.19% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::59         1271      1.56%     93.75% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::60         1276      1.56%     95.31% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::61         1274      1.56%     96.87% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::62         1276      1.56%     98.44% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::63         1277      1.56%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::total        81649                       # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::samples     12170903                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::mean    44.781268                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::gmean            0                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::stdev     5.700870                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::0         1382      0.01%      0.01% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::1         1359      0.01%      0.02% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::2         4464      0.04%      0.06% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::3         4431      0.04%      0.10% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::4         1312      0.01%      0.11% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::5         1301      0.01%      0.12% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::6         1293      0.01%      0.13% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::7         1311      0.01%      0.14% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::8         1326      0.01%      0.15% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::9         1410      0.01%      0.16% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::10         1407      0.01%      0.17% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::11         1327      0.01%      0.18% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::12         1352      0.01%      0.19% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::13         4455      0.04%      0.23% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::14         4460      0.04%      0.27% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::15         1344      0.01%      0.28% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::16         1364      0.01%      0.29% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::17         1359      0.01%      0.30% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::18         1363      0.01%      0.31% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::19         1351      0.01%      0.32% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::20         1365      0.01%      0.33% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::21         1385      0.01%      0.35% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::22         1326      0.01%      0.36% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::23         1309      0.01%      0.37% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::24         1319      0.01%      0.38% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::25         1286      0.01%      0.39% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::26         1297      0.01%      0.40% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::27         1282      0.01%      0.41% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::28         1269      0.01%      0.42% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::29         1277      0.01%      0.43% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::30         1293      0.01%      0.44% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::31         1315      0.01%      0.45% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::32         1278      0.01%      0.46% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::33         1284      0.01%      0.47% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::34         1262      0.01%      0.48% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::35         1282      0.01%      0.49% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::36         1297      0.01%      0.51% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::37         1289      0.01%      0.52% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::38         1281      0.01%      0.53% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::39         1294      0.01%      0.54% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::40      2101553     17.27%     17.80% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::41      2101539     17.27%     35.07% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::42      2100496     17.26%     52.33% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::43      2100527     17.26%     69.59% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::44         1338      0.01%     69.60% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::45         1286      0.01%     69.61% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::46         1298      0.01%     69.62% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::47         1304      0.01%     69.63% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::48         1293      0.01%     69.64% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::49         1289      0.01%     69.65% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::50         1338      0.01%     69.66% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::51         1334      0.01%     69.67% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::52      1576233     12.95%     82.62% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::53      1576214     12.95%     95.58% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::54       526655      4.33%     99.90% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::55         1364      0.01%     99.91% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::56         1344      0.01%     99.92% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::57         1321      0.01%     99.94% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::58         1303      0.01%     99.95% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::59         1309      0.01%     99.96% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::60         1306      0.01%     99.97% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::61         1302      0.01%     99.98% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::62         1291      0.01%     99.99% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::63         1305      0.01%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::total     12170903                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  67099398102                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                     2506                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                  40247373                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                20597519                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts             219228558                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts                  85                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                18962552                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                7393204                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                  399                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                   111654                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                20320012                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents            86                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect            49                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect          302                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts                 351                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit               219110638                       # Cumulative count of insts sent to commit (Count)
