
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067103                       # Number of seconds simulated (Second)
simTicks                                  67103095068                       # Number of ticks simulated (Tick)
finalTick                                 67103095068                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1468.42                       # Real time elapsed on the host (Second)
hostTickRate                                 45697586                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     747020                       # Number of bytes of host memory used (Byte)
simInsts                                    254019556                       # Number of instructions simulated (Count)
simOps                                      437757516                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   172989                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     298115                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201274335                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273499                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1723                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188377                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   244                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388549                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311518                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                907                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201122509                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089825                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.440395                       # Number of insts issued each cycle (Count)
system.cpu1.dcache.ReadReq.mshrMissLatency::cpu1.data  36525472965                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissLatency::total  36525472965                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissRate::cpu1.data     0.028594                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.mshrMissRate::total     0.028594                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMshrMissLatency::cpu1.data 77079.587659                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMshrMissLatency::total 77079.587659                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.hits::cpu1.data      6452355                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.hits::total       6452355                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.misses::cpu1.data       913407                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.misses::total       913407                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.missLatency::cpu1.data  34391289282                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.missLatency::total  34391289282                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.accesses::cpu1.data      7365762                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.accesses::total      7365762                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.missRate::cpu1.data     0.124007                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.missRate::total     0.124007                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMissLatency::cpu1.data 37651.659427                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMissLatency::total 37651.659427                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.mshrHits::cpu1.data            4                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrHits::total            4                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrMisses::cpu1.data       913403                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMisses::total       913403                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMissLatency::cpu1.data  33782703810                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissLatency::total  33782703810                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissRate::cpu1.data     0.124007                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.mshrMissRate::total     0.124007                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMshrMissLatency::cpu1.data 36985.540676                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMshrMissLatency::total 36985.540676                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  67103095068                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dcache.tags.tagsInUse          510.812036                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dcache.tags.totalRefs            21690311                       # Total number of references to valid blocks. (Count)
system.cpu1.dcache.tags.sampledRefs           1385316                       # Sample count of references to valid blocks. (Count)
system.cpu1.dcache.tags.avgRefs             15.657302                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dcache.tags.warmupTick           55961316                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dcache.tags.occupancies::cpu1.data   510.812036                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.dcache.tags.avgOccs::cpu1.data     0.997680                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.avgOccs::total       0.997680                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.occupanciesTaskId::1024          509                       # Occupied blocks per task id (Count)
system.cpu1.dcache.tags.ageTaskId_1024::1          172                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::2          331                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::3            6                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ratioOccsTaskId::1024     0.994141                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.dcache.tags.tagAccesses         192891044                       # Number of tag accesses (Count)
system.cpu1.dcache.tags.dataAccesses        192891044                       # Number of data accesses (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::samples     28219085                       # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::mean    33.855407                       # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::gmean            0                       # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::stdev    15.673840                       # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::0       230368      0.82%      0.82% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::1       230288      0.82%      1.63% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::2       230782      0.82%      2.45% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::3       231364      0.82%      3.27% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::4       767937      2.72%      5.99% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::5       230477      0.82%      6.81% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::6       230048      0.82%      7.62% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::7       230471      0.82%      8.44% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::8       230729      0.82%      9.26% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::9       230176      0.82%     10.07% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::10       230529      0.82%     10.89% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::11       229518      0.81%     11.70% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::12       230402      0.82%     12.52% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::13       229184      0.81%     13.33% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::14       230457      0.82%     14.15% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::15       229668      0.81%     14.96% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::16       230122      0.82%     15.78% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::17       229641      0.81%     16.59% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::18       230037      0.82%     17.41% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::19       230254      0.82%     18.22% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::20       229727      0.81%     19.04% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::21       229157      0.81%     19.85% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::22       229903      0.81%     20.66% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::23       229741      0.81%     21.48% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::24       230322      0.82%     22.29% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::25       247650      0.88%     23.17% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::26       245935      0.87%     24.04% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::27       246593      0.87%     24.92% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::28       247150      0.88%     25.79% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::29       247200      0.88%     26.67% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::30       246450      0.87%     27.54% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::31      8596884     30.46%     58.01% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::32       229690      0.81%     58.82% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::33       229571      0.81%     59.63% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::34       230947      0.82%     60.45% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::35       230989      0.82%     61.27% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::36       229231      0.81%     62.08% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::37       230201      0.82%     62.90% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::38       230236      0.82%     63.72% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::39       230794      0.82%     64.53% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::40       230670      0.82%     65.35% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::41       230239      0.82%     66.17% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::42       229586      0.81%     66.98% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::43       230128      0.82%     67.80% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::44       230281      0.82%     68.61% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::45       231036      0.82%     69.43% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::46       229607      0.81%     70.24% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::47       244426      0.87%     71.11% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::48       249252      0.88%     71.99% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::49       387076      1.37%     73.37% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::50      2805234      9.94%     83.31% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::51       952852      3.38%     86.68% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::52       851828      3.02%     89.70% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::53       532604      1.89%     91.59% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::54       298395      1.06%     92.65% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::55       233279      0.83%     93.47% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::56       231517      0.82%     94.29% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::57       230588      0.82%     95.11% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::58       231051      0.82%     95.93% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::59       230027      0.82%     96.74% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::60       230128      0.82%     97.56% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::61       229068      0.81%     98.37% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::62       229591      0.81%     99.19% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::63       229799      0.81%    100.00% # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.indexing_policy.setAccessHist::total     28219085                       # Histogram of set associative cache access per set (Count)
system.cpu1.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  67103095068                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.decode.idleCycles                 8243972                       # Number of cycles decode is idle (Cycle)
system.cpu1.decode.blockedCycles            164805936                       # Number of cycles decode is blocked (Cycle)
system.cpu1.decode.runCycles                  4519279                       # Number of cycles decode is running (Cycle)
system.cpu1.decode.unblockCycles             22900017                       # Number of cycles decode is unblocking (Cycle)
system.cpu1.decode.squashCycles                  2506                       # Number of cycles decode is squashing (Cycle)
system.cpu1.decode.branchResolved             5804749                       # Number of times decode resolved a branch (Count)
system.cpu1.decode.branchMispred                  133                       # Number of times decode detected a branch misprediction (Count)
system.cpu1.decode.decodedInsts             219247806                       # Number of instructions handled by decode (Count)
system.cpu1.decode.squashedInsts                  550                       # Number of squashed instructions handled by decode (Count)
system.cpu1.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  67103095068                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::samples        80815                       # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::mean     3.499276                       # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::gmean            0                       # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::stdev     2.291672                       # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::0        10118     12.52%     12.52% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::1        10099     12.50%     25.02% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::2        10100     12.50%     37.51% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::3        10098     12.50%     50.01% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::4        10099     12.50%     62.51% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::5        10101     12.50%     75.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::6        10100     12.50%     87.50% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::7        10100     12.50%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::8            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::9            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::10            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::11            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::12            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::13            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::14            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::15            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::16            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::17            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::18            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::19            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::20            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::21            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::22            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::23            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::24            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::25            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::26            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::27            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::28            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::29            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::30            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::31            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::32            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::33            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::34            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::35            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::36            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::37            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::38            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::39            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::40            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::41            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::42            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::43            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::44            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::45            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::46            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::47            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::48            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::49            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::50            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::51            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::52            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::53            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::54            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::55            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::56            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::57            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::58            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::59            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::60            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::61            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::62            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::63            0      0.00%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.indexing_policy.tagAccessHist::total        80815                       # Histogram of set associative cache access per tag (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  67103095068                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.fetch.icacheStallCycles          12100874                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu1.fetch.insts                     127288578                       # Number of instructions fetch has processed (Count)
system.cpu1.fetch.branches                    7910368                       # Number of branches that fetch encountered (Count)
system.cpu1.fetch.predictedBranches           7908330                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                    188367512                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                   5270                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                  99                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.pendingTrapStallCycles          590                       # Number of stall cycles due to pending traps (Cycle)
system.cpu1.fetch.cacheLines                 12088898                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                  207                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples         200471710                       # Number of instructions fetched each cycle (Total) (Count)
