
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067119                       # Number of seconds simulated (Second)
simTicks                                  67118586561                       # Number of ticks simulated (Tick)
finalTick                                 67118586561                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1796.96                       # Real time elapsed on the host (Second)
hostTickRate                                 37351279                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     748064                       # Number of bytes of host memory used (Byte)
simInsts                                    254019508                       # Number of instructions simulated (Count)
simOps                                      437757420                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   141361                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     243610                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201318369                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273396                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1722                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188062                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   239                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388551                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311730                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                912                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201168124                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089577                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.441345                       # Number of insts issued each cycle (Count)
system.cpu1.icache.tags.set_misses_dist::37         1281      1.57%     59.43% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::38         1271      1.56%     60.99% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::39         1274      1.56%     62.55% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::40         1275      1.56%     64.11% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::41         1274      1.56%     65.67% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::42         1265      1.55%     67.22% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::43         1268      1.55%     68.77% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::44         1276      1.56%     70.33% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::45         1275      1.56%     71.89% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::46         1276      1.56%     73.46% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::47         1271      1.56%     75.01% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::48         1272      1.56%     76.57% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::49         1269      1.55%     78.13% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::50         1276      1.56%     79.69% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::51         1278      1.57%     81.25% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::52         1280      1.57%     82.82% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::53         1279      1.57%     84.39% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::54         1278      1.57%     85.95% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::55         1277      1.56%     87.52% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::56         1277      1.56%     89.08% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::57         1273      1.56%     90.64% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::58         1270      1.56%     92.19% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::59         1271      1.56%     93.75% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::60         1276      1.56%     95.31% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::61         1274      1.56%     96.87% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::62         1275      1.56%     98.44% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::63         1277      1.56%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.set_misses_dist::total        81651                       # Number of misses for this cache set. (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::samples     12170931                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::mean    44.781313                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::gmean            0                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::stdev     5.700973                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::0         1384      0.01%      0.01% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::1         1359      0.01%      0.02% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::2         4467      0.04%      0.06% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::3         4432      0.04%      0.10% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::4         1313      0.01%      0.11% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::5         1302      0.01%      0.12% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::6         1293      0.01%      0.13% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::7         1311      0.01%      0.14% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::8         1330      0.01%      0.15% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::9         1412      0.01%      0.16% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::10         1410      0.01%      0.17% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::11         1329      0.01%      0.18% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::12         1345      0.01%      0.19% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::13         4447      0.04%      0.23% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::14         4458      0.04%      0.27% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::15         1344      0.01%      0.28% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::16         1367      0.01%      0.29% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::17         1358      0.01%      0.30% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::18         1360      0.01%      0.31% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::19         1348      0.01%      0.32% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::20         1362      0.01%      0.33% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::21         1384      0.01%      0.35% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::22         1328      0.01%      0.36% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::23         1312      0.01%      0.37% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::24         1319      0.01%      0.38% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::25         1286      0.01%      0.39% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::26         1297      0.01%      0.40% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::27         1282      0.01%      0.41% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::28         1273      0.01%      0.42% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::29         1277      0.01%      0.43% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::30         1283      0.01%      0.44% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::31         1313      0.01%      0.45% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::32         1278      0.01%      0.46% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::33         1284      0.01%      0.47% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::34         1262      0.01%      0.48% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::35         1282      0.01%      0.49% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::36         1297      0.01%      0.51% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::37         1289      0.01%      0.52% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::38         1281      0.01%      0.53% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::39         1294      0.01%      0.54% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::40      2101553     17.27%     17.80% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::41      2101539     17.27%     35.07% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::42      2100496     17.26%     52.33% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::43      2100527     17.26%     69.59% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::44         1338      0.01%     69.60% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::45         1286      0.01%     69.61% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::46         1298      0.01%     69.62% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::47         1304      0.01%     69.63% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::48         1293      0.01%     69.64% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::49         1289      0.01%     69.65% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::50         1338      0.01%     69.66% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::51         1334      0.01%     69.67% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::52      1576233     12.95%     82.62% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::53      1576214     12.95%     95.58% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::54       526654      4.33%     99.90% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::55         1369      0.01%     99.91% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::56         1350      0.01%     99.92% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::57         1324      0.01%     99.94% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::58         1305      0.01%     99.95% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::59         1311      0.01%     99.96% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::60         1306      0.01%     99.97% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::61         1311      0.01%     99.98% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::62         1300      0.01%     99.99% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::63         1307      0.01%    100.00% # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.indexing_policy.tagAccessHist::total     12170931                       # Histogram of set associative cache access per tag (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  67118586561                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                     2528                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                  40280880                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                20580968                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts             219228660                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts                  90                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                18962539                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                7393176                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                  403                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                   110329                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                20308310                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents            86                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect            47                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect          323                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts                 370                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit               219110709                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount              219106722                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                164928822                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                306141039                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       1.092435                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.538735                       # Average fanout of values written-back ((Count/Count))
system.cpu1.interrupts.clk_domain.clock          5328                       # Clock period in ticks (Tick)
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.replacement_distribution::samples            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::mean          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::gmean          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::stdev          nan                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::0            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::1            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::2            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::3            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::4            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::5            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::6            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::7            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::8            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::9            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::10            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::11            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::12            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::13            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::14            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::15            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::16            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::17            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::18            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::19            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.replacement_distribution::total            0                       # A distribution over execution time of replacements (Unspecified)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  67118586561                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::samples        80815                       # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::mean     3.499276                       # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::gmean            0                       # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::stdev     2.291672                       # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::0        10118     12.52%     12.52% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::1        10099     12.50%     25.02% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::2        10100     12.50%     37.51% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::3        10098     12.50%     50.01% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::4        10099     12.50%     62.51% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::5        10101     12.50%     75.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::6        10100     12.50%     87.50% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::7        10100     12.50%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::8            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::9            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::10            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::11            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::12            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::13            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::14            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::15            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::16            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::17            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::18            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::19            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::20            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::21            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::22            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::23            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::24            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::25            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::26            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::27            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::28            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::29            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::30            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::31            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::32            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::33            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::34            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::35            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::36            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::37            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::38            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::39            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::40            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::41            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::42            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::43            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::44            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::45            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::46            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::47            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::48            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::49            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::50            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::51            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::52            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::53            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::54            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::55            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::56            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::57            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::58            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::59            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::60            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::61            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::62            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::63            0      0.00%    100.00% # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.set_misses_dist::total        80815                       # Number of misses for this cache set. (Count)
system.cpu1.itb_walker_cache.tags.indexing_policy.tagAccessHist::samples        80815                       # Histogram of set associative cache access per tag (Count)
system.cpu1.itb_walker_cache.tags.indexing_policy.tagAccessHist::mean     3.499276                       # Histogram of set associative cache access per tag (Count)
system.cpu1.itb_walker_cache.tags.indexing_policy.tagAccessHist::gmean            0                       # Histogram of set associative cache access per tag (Count)
system.cpu1.itb_walker_cache.tags.indexing_policy.tagAccessHist::stdev     2.291672                       # Histogram of set associative cache access per tag (Count)
system.cpu1.itb_walker_cache.tags.indexing_policy.tagAccessHist::0        10118     12.52%     12.52% # Histogram of set associative cache access per tag (Count)
system.cpu1.itb_walker_cache.tags.indexing_policy.tagAccessHist::1        10099     12.50%     25.02% # Histogram of set associative cache access per tag (Count)
